roi_id,cycleNo,cohort_role,is_event_roi,event_reference_cycle,degradation_mode_hypothesis,threshold_quantile,threshold_value,phase_fraction_first,phase_fraction_last,phase_fraction_delta,phase_fraction_slope_per_s,phase_fraction_slope_r2,radius2_delta_px2,radius2_slope_px2_per_s,radius2_slope_r2,apparent_diffusion_proxy_um2_per_s,interface_density_delta,interface_density_slope_per_s,interface_density_slope_r2,centroid_path_px,centroid_net_px,source_stem,future_any_drop_within_8cycles,future_any_drop_within_16cycles,any_abrupt_drop,first_frame_index,last_frame_index,timing_elapsed_s,transferred_masked_residual_signature,validation_score_recon,relative_path,sampled_timing_dt_median_s,sampled_timing_dt_min_s,sampled_timing_dt_max_s,sampled_timing_fps_median,sampled_timing_duration_s,movie_shape,camera_timing_shape,camera_timing_unit_inference,movie_n_frames,frame_span,frame_span_in_movie,h5_elapsed_median_s,h5_elapsed_min_s,h5_elapsed_max_s,roi_elapsed_to_h5_median_ratio,h5_dt_max_to_median_ratio,h5_dt_min_to_median_ratio,radius2_slope_h5_median_px2_per_s,radius2_slope_h5_min_dt_px2_per_s,radius2_slope_h5_max_dt_px2_per_s,apparent_D_h5median_px0p08_um2_per_s,apparent_D_h5median_px0p096_um2_per_s,apparent_D_h5median_px0p12_um2_per_s,apparent_D_reported_to_h5median_ratio,apparent_D_h5median_abs_um2_per_s,apparent_D_h5_fast_dt_px0p096_um2_per_s,apparent_D_h5_slow_dt_px0p096_um2_per_s,apparent_D_h5_timing_envelope_abs_min_um2_per_s,apparent_D_h5_timing_envelope_abs_max_um2_per_s
cycle40_rank2_obj3,40.0,future8_negative,0,40.0,,0.55,0.059087473899126,0.445326542840024,0.4382863990413421,-0.0070401437986818,1.7249507197504217e-06,0.0160699783121969,-1.79491615011284,-0.0005911335005252,0.0193515657385425,-1.3619715852102903e-06,-0.0053924505692031,-4.547171424775105e-07,0.1046434988219916,18.49399376879109,0.167602748001033,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,26.16938597041552,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,-0.000192876172091365,-0.00021736833776561415,-1.399349605906346e-05,-3.0860187534618403e-07,-4.44386700498505e-07,-6.94354219528914e-07,3.064834261876998,4.44386700498505e-07,-5.008166502119751e-07,-3.2241014920082215e-08,3.2241014920082215e-08,5.008166502119751e-07
cycle40_rank2_obj3,40.0,future8_negative,0,40.0,,0.6,0.0645269826054573,0.3943978430197723,0.3876572798082684,-0.0067405632115039,1.6416048472072982e-06,0.0157709715124112,-1.9164289768841627,-0.000339469233032,0.0074910597168933,-7.821371129057293e-07,-0.0022468544038346,-2.691522971778093e-07,0.1195129326783455,18.997542251761647,0.3339011409543026,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,26.16938597041552,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,-0.00020593356693745878,-0.00023208381133847322,-1.4940832380285635e-05,-3.294937070999341e-07,-4.7447093822390506e-07,-7.413608409748515e-07,1.6484405047725708,4.7447093822390506e-07,-5.347211013238423e-07,-3.442367780417811e-08,3.442367780417811e-08,5.347211013238423e-07
cycle40_rank2_obj3,40.0,future8_negative,0,40.0,,0.65,0.0705415528267622,0.3466147393648892,0.3421210305572199,-0.0044937088076693,1.5531906341321157e-06,0.0162640898018658,12.061803050645947,0.0001961982685106,0.0043160157215984,4.520408106486128e-07,-0.0032953864589574,-2.453947892395164e-08,0.0003741048004889,22.969566642661917,0.4300292405218454,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,26.16938597041552,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.0012961242789989297,0.001460711175511066,9.403603251539224e-05,2.073798846398288e-06,2.986270338813534e-06,4.666047404396147e-06,0.15137303705337402,2.986270338813534e-06,3.365478548377496e-06,2.1665901891546373e-07,2.1665901891546373e-07,3.365478548377496e-06
cycle40_rank2_obj3,40.0,future8_negative,0,40.0,,0.7,0.0775967843830585,0.292840023966447,0.2901437986818454,-0.0026962252846015,1.2572894658880078e-06,0.0129997931216777,18.962658262110835,0.0011306406741123,0.2900129998542643,2.604996113154949e-06,-0.0008987417615338,7.26958308398802e-08,0.0017211326197756,22.61605188393202,0.5737425033661222,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,26.16938597041552,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.002037668967457173,0.0022964200894806668,0.00014783636753367744,3.2602703479314767e-06,4.694789301021326e-06,7.3356082828458216e-06,0.5548696535940912,4.694789301021326e-06,5.290951886163456e-06,3.406149907975928e-07,3.406149907975928e-07,5.290951886163456e-06
cycle40_rank2_obj3,40.0,future8_negative,0,40.0,,0.75,0.0862235520035028,0.2434092270820851,0.2422109047333732,-0.0011983223487118,1.179239475863228e-06,0.0143909544171106,15.40509319252169,0.0018727184568637,0.3201173067280732,4.314743324613978e-06,0.0008987417615338,3.453514879501638e-07,0.0230424016247283,23.034028368924123,0.4450378914138955,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,26.16938597041552,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.0016553839606922784,0.0018655910473435234,0.00012010093667356295,2.6486143371076458e-06,3.8140046454350095e-06,5.959382258492202e-06,1.131289478049877,3.8140046454350095e-06,4.298321773079478e-06,2.7671255809588906e-07,2.7671255809588906e-07,4.298321773079478e-06
cycle40_rank2_obj3,40.0,future8_negative,0,40.0,,0.8,0.0980551585555076,0.1956261234272019,0.1941282204913121,-0.0014979029358897,1.1367139704067811e-06,0.0183988666554961,3.925890477000735,0.0020388835118442,0.0990729274838492,4.697587611289266e-06,0.0022468544038346,4.87214375025687e-07,0.0291640542175054,24.305631018031274,0.2446962414878937,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,26.16938597041552,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.00042186412284843594,0.00047543406814956553,3.060696340314887e-05,6.749825965574976e-07,9.719749390427963e-07,1.5187108422543694e-06,4.83303367462896,9.719749390427963e-07,1.095400093016599e-06,7.0518443680855e-08,7.0518443680855e-08,1.095400093016599e-06
cycle40_rank2_obj3,40.0,future8_negative,0,40.0,,0.85,0.1161751974374055,0.1469442780107849,0.1440982624325943,-0.0028460155781905,5.996057785319683e-07,0.0098002049170143,23.16233170361613,0.0031721161621039,0.0796682032806942,7.308555637487547e-06,0.0011983223487117,3.773336013096665e-07,0.0201042818466373,25.83393407720822,0.6680410970911278,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,26.16938597041552,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.002488952966088745,0.002805009883539299,0.00018057779322610504,3.982324745741993e-06,5.734547633868469e-06,8.960230677919482e-06,1.2744781461615078,5.734547633868469e-06,6.462742771674544e-06,4.1605123559294604e-07,4.1605123559294604e-07,6.462742771674544e-06
cycle40_rank2_obj1,40.0,future8_negative,0,40.0,,0.55,0.0773900747299194,0.4375374475733972,0.4480227681246255,0.0104853205512283,3.0038813636319755e-06,0.0379466212998924,2.421756196353499,0.0011859277516558,0.1224553668176733,2.7323775398150158e-06,-0.0013481126423007,3.03769782363086e-07,0.0409106787817538,18.07979057192406,0.3816682080087222,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,25.31408396943277,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.00026023447661432106,0.00029328006149024994,1.888045621939205e-05,4.1637516258291373e-07,5.995802341193958e-07,9.368441158115558e-07,4.5571507937183116,5.995802341193958e-07,6.757172616735359e-07,4.350057112947928e-08,4.350057112947928e-08,6.757172616735359e-07
cycle40_rank2_obj1,40.0,future8_negative,0,40.0,,0.6,0.0844445198774337,0.3882564409826243,0.3946974236069502,0.0064409826243259,2.71873073887196e-06,0.037141266569062,4.651081418230319,0.0016544082415942,0.1158297307776972,3.811756588633216e-06,0.0035949670461354,4.896417911245141e-07,0.0545784814020975,19.804404476391365,0.3544727314881224,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,25.31408396943277,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.0004997909122257018,0.0005632563039948701,3.626068520933282e-05,7.99665459561123e-07,1.151518261768017e-06,1.7992472840125266e-06,3.310200728194032,1.151518261768017e-06,1.2977425244041808e-06,8.354461872230281e-08,8.354461872230281e-08,1.2977425244041808e-06
cycle40_rank2_obj1,40.0,future8_negative,0,40.0,,0.65,0.0925440594553947,0.3373277411623727,0.3476632714200119,0.0103355302576392,2.322074607693005e-06,0.0355898595627935,21.006936435648527,0.0019820891529404,0.1105068961800161,4.56673340837489e-06,0.0074895146794487,5.835941133720236e-07,0.0645313871743598,20.129866578331598,0.213328331987341,5_c2_x10_260623,0,0,0,4639,5566,9322.243530232,0.7842017555889671,25.31408396943277,NMC_degradation_3_160623_Halfthedata/5_c2_x10_260623.hdf5,10.03889363631606,8.907752603292465,138.3688085116446,0.0996125704910811,93391.27845935152,"(9279, 1200, 1920)","(2, 9279)",ns_to_s,9279.0,927,True,9306.054400864987,8257.486663252115,128267.88549029455,1.0017396340779512,13.783272691633115,0.8873241341125828,0.002257340816070875,0.0025439867228771508,0.00016377393573887227,3.6117453057134e-06,5.2009132402272964e-06,8.12642693785515e-06,0.8780637548522746,5.2009132402272964e-06,5.861345409508956e-06,3.7733514794236173e-07,3.7733514794236173e-07,5.861345409508956e-06
