cycleNo,drop_count,synchronized_drop_2plus,synchronized_drop_3plus,n_frames,capacity_mAh,V_max,anchor_type,anchor_id,particle0,particle1,particle2,particle3,addrs,particle0_norm,particle0_abrupt_drop,particle1_norm,particle1_abrupt_drop,particle2_norm,particle2_abrupt_drop,particle3_norm,particle3_abrupt_drop,particle0_norm_delta_prev,particle0_norm_abs_delta_prev,particle0_norm_rolling3_slope,particle0_norm_rolling5_mean,particle0_norm_rolling5_std,particle1_norm_delta_prev,particle1_norm_abs_delta_prev,particle1_norm_rolling3_slope,particle1_norm_rolling5_mean,particle1_norm_rolling5_std,particle2_norm_delta_prev,particle2_norm_abs_delta_prev,particle2_norm_rolling3_slope,particle2_norm_rolling5_mean,particle2_norm_rolling5_std,particle3_norm_delta_prev,particle3_norm_abs_delta_prev,particle3_norm_rolling3_slope,particle3_norm_rolling5_mean,particle3_norm_rolling5_std,particle_norm_mean,particle_norm_std,particle_norm_min,particle_norm_max,particle_norm_range,particle_norm_cv,mean_delta_prev,mean_abs_delta_prev,max_abs_delta_prev,delta_std_across_particles,any_abrupt_drop,cycle_gap,frames_percentile,future_any_drop_within_4cycles,future_sync2_drop_within_4cycles,cycles_to_next_drop_within_4,future_any_drop_within_8cycles,future_sync2_drop_within_8cycles,cycles_to_next_drop_within_8,future_any_drop_within_16cycles,future_sync2_drop_within_16cycles,cycles_to_next_drop_within_16,charge_capacity_mAh,discharge_capacity_mAh,coulombic_efficiency_pct,V_min,n_points,matched_event_cycle,match_rank,match_distance
60,1,0,0,920.0,0.6398820700465511,4.20181,event,event_cycle60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,3,1,1,899.0,0.623164453387729,4.200073,event,event_cycle86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,3,1,1,892.0,0.824414588297882,4.401795,event,event_cycle116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1,0,0,1246.0,,,event,event_cycle156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0,0,0,925.0,0.6433550351988286,4.200073,matched_control,control_cycle42_for_event60,352.0,114.0,222.0,18.0,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle7.hdf5,0.991549295774648,False,0.9344262295081968,False,0.9098360655737704,False,1.0,False,0.0309859154929578,0.0309859154929578,-0.0154929577464786,1.0338028169014084,0.0618757257365881,-0.0163934426229508,0.0163934426229508,-0.0491803278688525,1.021311475409836,0.0763659980252598,0.0081967213114751,0.0081967213114751,-0.0307377049180326,0.9762295081967214,0.0718909002019467,-0.1111111111111111,0.1111111111111111,0.0277777777777779,0.9888888888888888,0.0724355822800294,0.9589528977141538,0.0438231690067199,0.9098360655737704,1.0,0.0901639344262296,0.0456989797008599,-0.0220804792324072,0.0416717976346237,0.1111111111111111,0.0624274163063027,0.0,2.0,0.4382022471910112,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.651583748065501,0.6433550351988286,98.73712122331123,2.94978,46147.0,60.0,1.0,0.34643708717331434
40,0,0,0,927.0,0.6456776883909884,4.201423999999999,matched_control,control_cycle40_for_event60,341.0,116.0,220.0,20.0,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle5.hdf5,0.9605633802816902,False,0.9508196721311476,False,0.9016393442622952,False,1.1111111111111112,False,-0.0619718309859154,0.0619718309859154,-0.0690140845070421,1.0608450704225354,0.0680326887368018,-0.081967213114754,0.081967213114754,-0.0737704918032787,1.0557377049180328,0.0654199014401145,-0.0696721311475407,0.0696721311475407,-0.0758196721311473,1.0098360655737706,0.0723682763931179,0.1666666666666667,0.1666666666666667,0.0833333333333335,0.9888888888888888,0.0724355822800294,0.981033376946561,0.0904719442210058,0.9016393442622952,1.1111111111111112,0.2094717668488159,0.0922210664254842,-0.0117361271453858,0.0950694604787192,0.1666666666666667,0.1192199211212534,0.0,2.0,0.4662921348314606,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.65414076302676,0.6456776883909884,98.70623035375256,2.999969,55703.0,60.0,2.0,0.3882645215204827
38,0,0,0,929.0,0.6463712421912423,4.201617,matched_control,control_cycle38_for_event60,363.0,126.0,237.0,17.0,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle3.hdf5,1.0225352112676056,False,1.0327868852459017,False,0.971311475409836,False,0.9444444444444444,False,-0.0760563380281691,0.0760563380281691,-0.036619718309859,1.0867605633802817,0.0385925773482885,-0.0655737704918033,0.0655737704918033,-0.0286885245901637,1.0737704918032789,0.0342893453497575,-0.0819672131147541,0.0819672131147541,-0.0368852459016392,1.0360655737704918,0.039777329700167,0.0,0.0,-6.513087709172707e-17,0.9666666666666668,0.0304290309725092,0.9927695040919468,0.0419648523685592,0.9444444444444444,1.0327868852459017,0.0883424408014572,0.0422704889660597,-0.0558993304086816,0.0558993304086816,0.0819672131147541,0.0378777392673256,0.0,2.0,0.4831460674157303,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.6535328465320648,0.6463712421912423,98.9041707117209,2.972365,76492.0,60.0,3.0,0.42853160483572145
36,0,0,0,921.0,0.6436790965861274,4.200073,matched_control,control_cycle36_for_event60,390.0,134.0,257.0,17.0,D://NMC_degradation_3_160623_Halfthedata\5_c2_x10_260623chopped\5_c2_x10_260623_cycle1.hdf5,1.0985915492957747,False,1.098360655737705,False,1.0532786885245902,False,0.9444444444444444,False,0.0028169014084507,0.0028169014084507,-0.0140845070422532,1.0969014084507045,0.0193732381566748,0.0081967213114755,0.0081967213114755,-0.0040983606557376,1.080327868852459,0.0268121757931088,0.0081967213114753,0.0081967213114753,-0.012295081967213,1.0467213114754097,0.0206143874425564,0.0,0.0,-0.0277777777777778,0.9888888888888888,0.0464811125852263,1.0486688345006283,0.0726762886299718,0.9444444444444444,1.0985915492957747,0.1541471048513303,0.0693033741815927,0.0048025860078503,0.0048025860078503,0.0081967213114755,0.0040844454788755,0.0,2.0,0.3820224719101123,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.6508293396874157,0.6436790965861274,98.90136435694149,2.999776,93037.0,60.0,4.0,0.45873755444919617
34,0,0,0,933.0,0.6498317652090385,4.202389,matched_control,control_cycle34_for_event60,389.0,133.0,255.0,17.0,D://NMC_degradation_3_160623_Halfthedata\4_c2_x10_240623chopped\4_c2_x10_240623_cycle9.hdf5,1.095774647887324,False,1.0901639344262295,False,1.0450819672131149,False,0.9444444444444444,False,-0.0309859154929574,0.0309859154929574,0.0028169014084507,1.092394366197183,0.0213973284674169,-0.0163934426229508,0.0163934426229508,0.0245901639344265,1.0721311475409836,0.0261782285617566,-0.0327868852459014,0.0327868852459014,0.0061475409836066,1.040983606557377,0.0222597960885252,-0.0555555555555555,0.0555555555555555,-0.0277777777777775,1.0,0.0392837100659192,1.0438662484927783,0.0700574305902627,0.9444444444444444,1.095774647887324,0.1513302034428796,0.0671134167729031,-0.0339304497293413,0.0339304497293413,0.0555555555555555,0.0161778639076319,0.0,2.0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.6579747258603789,0.6498317652090385,98.7624204500116,2.995722,47321.0,60.0,5.0,0.5129407575268478
32,0,0,0,934.0,0.651167873005438,4.201617,matched_control,control_cycle32_for_event60,400.0,135.0,263.0,18.0,D://NMC_degradation_3_160623_Halfthedata\4_c2_x10_240623chopped\4_c2_x10_240623_cycle7.hdf5,1.1267605633802815,False,1.1065573770491803,False,1.0778688524590163,False,1.0,False,0.0366197183098588,0.0366197183098588,0.0267605633802818,1.0777464788732396,0.0375081820076146,0.0655737704918033,0.0655737704918033,0.0204918032786885,1.0688524590163937,0.0243154048757239,0.0450819672131146,0.0450819672131146,0.0266393442622953,1.0401639344262297,0.0221463214526334,0.0,0.0,-0.0277777777777776,1.022222222222222,0.0304290309725091,1.0777966982221194,0.0556086569948644,1.0,1.1267605633802815,0.1267605633802815,0.0515947553806703,0.0368188640036942,0.0368188640036942,0.0655737704918033,0.02739094696744,0.0,2.0,0.5224719101123596,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.657246751606787,0.651167873005438,99.07509948333896,2.967153,55087.0,60.0,6.0,0.553458426422379
