target,feature,transform,n,n_positive,direction,oriented_auc,average_precision,spearman_rho,spearman_p,mwu_p,median_positive,median_negative,median_positive_minus_negative,source_eta2_after_transform,raw_source_eta2
clean_pre_1_16_vs_post_control,mask_area_fraction_iqr,raw,106,54,higher_in_positive,0.683048433048433,0.6611004270978614,0.3170172356667871,0.000929534124392883,0.0011732693762708396,0.0086805555555555,0.0053304036458333,0.0033501519097222003,0.3839107963796472,0.3839107963796472
clean_pre_1_16_vs_post_control,temporal_energy_p95,raw,106,54,higher_in_positive,0.6716524216524217,0.7612525365387764,0.2972710185395079,0.0019709384992719257,0.002342622135885769,0.01120465104468165,0.0097652894444763,0.0014393616002053508,0.8374275676480234,0.8374275676480234
clean_pre_1_16_vs_post_control,masked_minus_background_mean_slope,raw,106,54,higher_in_positive,0.6527777777777777,0.6973532861901428,0.2645835413971968,0.006129373427908569,0.006768703547127673,0.00404367203099325,0.0015871043427433998,0.0024565676882498506,0.5781004525786195,0.5781004525786195
clean_pre_1_16_vs_post_control,mask_centroid_max_step_px,raw,106,54,higher_in_positive,0.6492165242165242,0.7377844075226772,0.2584160928797796,0.007481830951187789,0.008173508244453067,0.2770926101289759,0.22211414587314815,0.05497846425582775,0.7553858029701687,0.7553858029701687
clean_pre_1_16_vs_post_control,roi_norm_mean_delta_last_minus_first,raw,106,54,lower_in_positive,0.639957264957265,0.6599957645780439,0.24238072673449498,0.012303400656845022,0.013119697708629885,-0.00013777986168855,-1.609325408935547e-05,-0.00012168660759919454,0.41398376879987014,0.41398376879987014
clean_pre_1_16_vs_post_control,front_radius_q60_slope_px_per_norm_time,raw,55,35,higher_in_positive,0.6357142857142857,0.7194440951186362,0.22619047619047622,0.09680543562775852,0.09824834872949115,0.0625,-0.1285438144329897,0.1910438144329897,0.2812613722951844,0.2812613722951844
clean_pre_1_16_vs_post_control,raw_roi_mean_delta_last_minus_first,raw,106,54,lower_in_positive,0.6353276353276354,0.6585057030571837,0.23436304366185265,0.015602458105017572,0.01646926900383511,-3.2314453125,-1.857421875,-1.3740234375,0.4591139102176846,0.4591139102176846
clean_pre_1_16_vs_post_control,temporal_energy_late_minus_early,raw,106,54,higher_in_positive,0.621082621082621,0.6990237154234917,0.20969324959218394,0.030976683633368786,0.03190837694563719,3.9165839552879333e-05,-5.201436579227446e-07,3.968598321080208e-05,0.28233130688118036,0.28233130688118036
clean_pre_1_16_vs_post_control,persistence_mse_mean,raw,106,54,higher_in_positive,0.6185897435897437,0.7036028785729462,0.20537603562999193,0.0346887550113421,0.03561303889943771,0.00010150084199265,7.944349272293039e-05,2.2057349269719614e-05,0.7541982340374828,0.7541982340374828
clean_pre_1_16_vs_post_control,persistence_mse_late_mean,raw,106,54,higher_in_positive,0.6136039886039886,0.7000748318910648,0.1967416077056079,0.043242178797225674,0.04413128641401913,8.881363100954331e-05,7.546272536274046e-05,1.3350905646802858e-05,0.6646846224893732,0.6646846224893732
clean_pre_1_16_vs_post_control,front_radius_q80_slope_px_per_norm_time,raw,54,33,lower_in_positive,0.6103896103896105,0.7122606314424942,0.18645517368067574,0.17702476007057666,0.17748406774290137,0.003221649484536,0.0599226804123711,-0.0567010309278351,0.15336694105565868,0.15336694105565868
clean_pre_1_16_vs_post_control,mask_centroid_drift_px,raw,106,54,higher_in_positive,0.6082621082621084,0.637235716015773,0.18749043492948214,0.05428594748833253,0.05510525742630158,0.34644890453178867,0.25213637117518906,0.09431253335659961,0.1618456126623724,0.1618456126623724
clean_pre_1_16_vs_post_control,object_mean_abs_z,raw,106,54,lower_in_positive,0.6075498575498575,0.5787711067693905,0.18625694522599873,0.055919918132721694,0.05672733271361078,22.10993766784668,24.51110553741455,-2.401167869567871,0.24062877316727443,0.24062877316727443
