blind_review_id,blind_order,manual_qc_rank,roi_id,cycleNo,source_stem,event_relative_bin,cycles_to_next_event,manual_qc_action_tier,manual_qc_decision_score,front_kinetic_tier,evidence_tags,review_question,front_kinetic_concordance_score,kinetic_evidence_score,front_evidence_score,qc_evidence_score,manual_front_review_gate,automatic_diffusion_claim_gate,visual_sanity_score,visual_review_score,strict_qc_priority_score,manual_frame_strip_png,manual_mask_overlay_png,manual_kymograph_png
SBPRE-BLIND-001,1,37,source_balanced_cycle48_rank47_obj1_6_c2_x10_270623_2,48.0,6_c2_x10_270623_2,mid_pre_event_9_16,12.0,routine_or_low_concordance,0.4057455616133963,routine_or_low_concordance,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;diffusion_claim_blocked,No immediate manual decision required unless needed as a low-priority comparator.,0.2115928425219386,0.6831429060637272,-0.1474114590112758,,False,False,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank037_routine_or_low_concordance_source_balanced_cycle48_rank47_obj1_6_c2_x10_270623_2_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank037_routine_or_low_concordance_source_balanced_cycle48_rank47_obj1_6_c2_x10_270623_2_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank037_routine_or_low_concordance_source_balanced_cycle48_rank47_obj1_6_c2_x10_270623_2_kymograph.png
SBPRE-BLIND-002,2,21,source_balanced_cycle108_rank11_obj2_12_c2_x10_070723,108.0,12_c2_x10_070723,near_pre_event_1_8,8.0,review_kinetic_only_guardrail,0.5436287418823231,kinetic_only_guardrail,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;diffusion_claim_blocked,Is the kinetic signal particle-local and non-artifactual despite weak front evidence?,0.0314389447961726,0.8528131072758294,-0.7114624278182567,,False,False,,,,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank021_review_kinetic_only_guardrail_source_balanced_cycle108_rank11_obj2_12_c2_x10_070723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank021_review_kinetic_only_guardrail_source_balanced_cycle108_rank11_obj2_12_c2_x10_070723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank021_review_kinetic_only_guardrail_source_balanced_cycle108_rank11_obj2_12_c2_x10_070723_kymograph.png
SBPRE-BLIND-003,3,20,source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2,54.0,6_c2_x10_270623_2,near_pre_event_1_8,6.0,routine_or_low_concordance,0.5545841186535121,routine_or_low_concordance,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;diffusion_claim_blocked,No immediate manual decision required unless needed as a low-priority comparator.,0.3777747494856078,0.7881085109809233,0.2140303589512014,-0.1949813019297094,False,False,0.6153579012526338,0.3394108222923022,0.3097407661012884,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank020_routine_or_low_concordance_source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank020_routine_or_low_concordance_source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank020_routine_or_low_concordance_source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2_kymograph.png
SBPRE-BLIND-004,4,34,source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723,133.0,15_c2_x5_HighCOV_120723,far_pre_event_17_32,23.0,review_front_only_guardrail,0.4309396797983059,front_only_guardrail,diffusion_claim_blocked;visual_sanity_uncertain,"Is the front-like morphology real, or driven by mask/crop/illumination artifacts without kinetic support?",-0.5216423704825979,-2.715282910397075,1.6613395346544113,-0.687408050744278,False,False,0.5720210634461006,0.2564863283785432,0.2810766381973754,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank034_review_front_only_guardrail_source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank034_review_front_only_guardrail_source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank034_review_front_only_guardrail_source_balanced_cycle133_rank19_obj2_15_c2_x5_HighCOV_120723_kymograph.png
SBPRE-BLIND-005,5,12,source_balanced_cycle2_rank31_obj2_2_c2_x14_200623,2.0,2_c2_x14_200623,no_near_event_control,58.0,review_front_only_guardrail,0.7778209930704929,front_only_guardrail,concordance_null_support_directional;diffusion_claim_blocked;visual_sanity_uncertain,"Is the front-like morphology real, or driven by mask/crop/illumination artifacts without kinetic support?",1.3354963685706411,-0.1116883437155674,4.165055695697131,-0.20719313482385,False,False,0.5864394254675425,0.2522338178788884,0.4235057236447983,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank012_review_front_only_guardrail_source_balanced_cycle2_rank31_obj2_2_c2_x14_200623_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank012_review_front_only_guardrail_source_balanced_cycle2_rank31_obj2_2_c2_x14_200623_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank012_review_front_only_guardrail_source_balanced_cycle2_rank31_obj2_2_c2_x14_200623_kymograph.png
SBPRE-BLIND-006,6,17,source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2,52.0,6_c2_x10_270623_2,near_pre_event_1_8,8.0,routine_or_low_concordance,0.5780021137517941,routine_or_low_concordance,diffusion_claim_blocked;visual_sanity_uncertain,No immediate manual decision required unless needed as a low-priority comparator.,0.0179367018522205,-0.263044357519599,0.4302109920791674,-0.107352966444767,False,False,0.5451768282532197,0.3603521005420528,0.4385463800916656,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank017_routine_or_low_concordance_source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank017_routine_or_low_concordance_source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank017_routine_or_low_concordance_source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2_kymograph.png
SBPRE-BLIND-007,7,7,source_balanced_cycle46_rank46_obj2_6_c2_x10_270623_2,46.0,6_c2_x10_270623_2,mid_pre_event_9_16,14.0,review_front_only_guardrail,0.8967932211164332,front_only_guardrail,concordance_null_support_directional;diffusion_claim_blocked,"Is the front-like morphology real, or driven by mask/crop/illumination artifacts without kinetic support?",1.4680744570399529,-0.1788277085560439,3.900515347434717,1.62784794024775,False,False,0.7979013983166592,0.4316758884734325,0.5520213636592144,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank007_review_front_only_guardrail_source_balanced_cycle46_rank46_obj2_6_c2_x10_270623_2_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank007_review_front_only_guardrail_source_balanced_cycle46_rank46_obj2_6_c2_x10_270623_2_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank007_review_front_only_guardrail_source_balanced_cycle46_rank46_obj2_6_c2_x10_270623_2_kymograph.png
SBPRE-BLIND-008,8,6,source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723,152.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,4.0,review_front_and_kinetics_first,1.0045457374014477,routine_or_low_concordance,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked;visual_sanity_uncertain;front_plausible_followup,Do masked optical kinetics and the radial/front view describe the same localized pre-event change?,1.1163495092805775,2.2958812458716764,0.3252043437865788,0.0634162347269568,False,False,0.5527989939604643,0.5285040541743188,0.3485830471852001,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank006_review_front_and_kinetics_first_source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank006_review_front_and_kinetics_first_source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank006_review_front_and_kinetics_first_source_balanced_cycle152_rank29_obj2_17_c2_x10_HighHighCOV_150723_kymograph.png
SBPRE-BLIND-009,9,14,source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723,154.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,2.0,review_front_only_guardrail,0.7276622310356647,front_only_guardrail,diffusion_claim_blocked;front_plausible_followup,"Is the front-like morphology real, or driven by mask/crop/illumination artifacts without kinetic support?",0.4914153778548793,-0.5026986307992833,2.095693928495519,0.4290146802937858,False,False,0.6216877292681964,0.5192751931411008,0.3661664695501787,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank014_review_front_only_guardrail_source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank014_review_front_only_guardrail_source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank014_review_front_only_guardrail_source_balanced_cycle154_rank30_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png
SBPRE-BLIND-010,10,3,source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723,152.0,17_c2_x10_HighHighCOV_150723,near_pre_event_1_8,4.0,review_front_and_kinetics_first,1.061880590110068,near_pre_front_kinetic_review,kinetic_source_null_support_directional;kinetic_composite_null_support_directional;concordance_null_support_directional;diffusion_claim_blocked;visual_sanity_uncertain;front_plausible_followup,Do masked optical kinetics and the radial/front view describe the same localized pre-event change?,1.0070384384304834,0.7791783807535031,1.3569572436511033,0.7646725071014377,False,False,0.559695833755315,0.5899088357604971,0.5255668900691663,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank003_review_front_and_kinetics_first_source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank003_review_front_and_kinetics_first_source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_manual_qc_visual_packet/visual_assets/rank003_review_front_and_kinetics_first_source_balanced_cycle152_rank29_obj1_17_c2_x10_HighHighCOV_150723_kymograph.png
