consensus_review_rank,roi_id,cycleNo,source_stem,event_relative_bin,cycles_to_next_event,review_priority_tier,consensus_review_score,pre_event_review_score,pre_event_review_rank,review_reason,si_clean_physics_prob,si_near_far_physics_prob,front_radius_slope_px_per_norm_time,front_radius2_slope_px2_per_norm_time,front_radius_slope_px_per_norm_time_source_echem_context_residual,front_radius2_slope_px2_per_norm_time_source_echem_context_residual,apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual,kymograph_temporal_energy,matched_positive_support_count,matched_positive_support_weight,matched_positive_support_details,consensus_review_reason,npz_path,render_status,frame_strip_png,mask_overlay_png,kymograph_png,n_frames_loaded,frame_height,frame_width,visual_qc_status,mask_fraction,front_trace_slope_px_per_norm_time,front_trace_r2,front_trace_direction_fraction,front_trace_span_px,front_trace_jitter_px,masked_minus_background_slope,masked_minus_background_r2,masked_minus_background_direction_fraction,frame_delta_temporal_snr,kymograph_delta_energy,visual_front_plausibility_score,visual_artifact_risk_score,visual_review_score,visual_qc_tier,visual_mode_cluster,visual_mode_name
22,source_balanced_cycle46_rank46_obj2_6_c2_x10_270623_2,46.0,6_c2_x10_270623_2,mid_pre_event_9_16,14.0,routine_review,0.5799451836581708,3.006328125,33,mid_pre_followup_front_diffusion_review,,,6.831829896907218,75.05734536082475,6.757272383348708,74.17779843761281,,5.608006668458408e-06,0.0,0.0,,event_relative_bin=mid_pre_event_9_16; review_reason=mid_pre_followup_front_diffusion_review; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=75.1; front_radius_slope_px_per_norm_time_source_echem_context_residual=6.76,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle46_rank46_obj2_6_c2_x10_270623_2.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank022_source_balanced_cycle46_rank46_obj2_6_c2_x10_270623_2_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank022_source_balanced_cycle46_rank46_obj2_6_c2_x10_270623_2_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank022_source_balanced_cycle46_rank46_obj2_6_c2_x10_270623_2_kymograph.png,96,96,96,ok,0.3000217013888889,-2.8384162905293118,0.7106890938686923,0.010526315789473684,2.0179670558412712,0.0,-0.003270641478533456,0.005738604849553464,0.4842105263157895,60.0438902420512,0.0010507337177361642,0.4924705140032908,0.010507337177361643,0.4316758884734325,routine_or_low_front_plausibility,3,moderate front-like followup
13,source_balanced_cycle110_rank12_obj1_12_c2_x10_070723,110.0,12_c2_x10_070723,near_pre_event_1_8,6.0,matched_support_front_qc,0.6464941126575097,3.4769884596921665,19,near_pre_high_source_invariant_front_score,0.6559369439311635,0.5163098964354269,0.002577319587627,0.0438144329896962,-0.023499744123282,-0.4170885674494309,-0.1118614935730659,1.3961892656448471e-05,45.0,119.49262137289529,near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_high_source_invariant_front_score; matched_positive_support_count=45; front_radius2_slope_px2_per_norm_time=0.0438; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.0235; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.112,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle110_rank12_obj1_12_c2_x10_070723.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank013_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank013_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank013_source_balanced_cycle110_rank12_obj1_12_c2_x10_070723_kymograph.png,96,96,96,ok,0.3000217013888889,-1.1136967643383604e-15,-1.8125,0.0,0.0,0.0,0.005021157744707057,0.05874969881275949,0.43157894736842106,17.151888890032115,0.001339260234196722,0.20000000000000004,0.21339260234196722,0.41239732988199923,routine_or_low_front_plausibility,1,low front-plausibility context
18,source_balanced_cycle82_rank63_obj2_9_c2_x10_010723,82.0,9_c2_x10_010723,near_pre_event_1_8,4.0,matched_support_front_qc,0.6140390866074897,3.691417233872273,13,near_pre_front_diffusion_review,0.5983265247181447,0.4990051244973415,0.0612113402061873,0.6733247422680478,0.0176813364018149,0.1775509900119694,,7.462392882354916e-06,31.0,82.1649971083926,near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|same_source|masked_minus_background_mean_slope|p=0.000999,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=31; front_radius2_slope_px2_per_norm_time=0.673; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.0177,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle82_rank63_obj2_9_c2_x10_010723.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank018_source_balanced_cycle82_rank63_obj2_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank018_source_balanced_cycle82_rank63_obj2_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank018_source_balanced_cycle82_rank63_obj2_9_c2_x10_010723_kymograph.png,96,96,96,ok,0.3000217013888889,0.5070973703229996,0.02037612730025995,0.042105263157894736,2.076557041533781,0.0,0.0032442880783119274,0.005074895741911778,0.5157894736842106,55.21670157664531,0.00116393142490642,0.24628351390661266,0.2116393142490642,0.381894299556889,routine_or_low_front_plausibility,1,low front-plausibility context
11,source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2,52.0,6_c2_x10_270623_2,near_pre_event_1_8,8.0,matched_support_front_qc,0.7201751914396031,2.8948661488332696,40,near_pre_front_diffusion_review,0.5680399348938041,0.511844076157913,0.9877577319587604,16.79188144329895,0.914164406650018,15.89553369891303,-0.4906464012003412,2.8051057161769694e-06,19.0,49.00488621865468,near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.000999;near_vs_mid_pre|same_source|front_radius_q70_slope_px_per_norm_time|p=0.003;near_vs_any_non_near|same_source|apparent_diffusion_q70_um2_per_norm_time|p=0.003;near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_median|p=0.003,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=19; front_radius2_slope_px2_per_norm_time=16.8; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.914; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.491,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank011_source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank011_source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank011_source_balanced_cycle52_rank49_obj2_6_c2_x10_270623_2_kymograph.png,96,96,96,ok,0.3000217013888889,1.5123265639312231e-15,-0.75,0.0,0.0,0.0,-0.00030973272894740424,0.00033313060040185416,0.5263157894736842,101.96209967402125,0.0008374803041179317,0.20000000000000004,0.20837480304117934,0.3603521005420528,routine_or_low_front_plausibility,1,low front-plausibility context
17,source_balanced_cycle58_rank52_obj2_7_c2_x10_290623,58.0,7_c2_x10_290623,near_pre_event_1_8,2.0,matched_support_front_qc,0.62707673905893,3.485339749050869,18,near_pre_high_source_invariant_front_score,0.7843053699749247,0.5075188584115021,0.0109536082474237,0.186211340206175,-0.0475319874438441,-0.5906150788223208,-0.1196195862142488,2.2372723457448613e-05,24.0,62.74763381492856,near_vs_any_non_near|source_class_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|same_source|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_post_control|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.002,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_high_source_invariant_front_score; matched_positive_support_count=24; front_radius2_slope_px2_per_norm_time=0.186; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.0475; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=-0.12,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle58_rank52_obj2_7_c2_x10_290623.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank017_source_balanced_cycle58_rank52_obj2_7_c2_x10_290623_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank017_source_balanced_cycle58_rank52_obj2_7_c2_x10_290623_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank017_source_balanced_cycle58_rank52_obj2_7_c2_x10_290623_kymograph.png,96,96,96,ok,0.3000217013888889,-8.204509104370197e-17,0.0,0.0,0.0,0.0,0.0022523612037275427,0.016896709624344308,0.5368421052631579,38.49199183441993,0.0010426718306659696,0.2,0.2104267183066597,0.3433292819848375,routine_or_low_front_plausibility,1,low front-plausibility context
14,source_balanced_cycle84_rank64_obj2_9_c2_x10_010723,84.0,9_c2_x10_010723,near_pre_event_1_8,2.0,matched_support_front_qc,0.6355294079150899,3.3628436852395174,22,near_pre_front_diffusion_review,0.6173502877725796,0.4990302742166494,0.1965206185567026,2.161726804123692,0.1554864461530406,1.7116432097724696,,6.380078469835176e-06,23.0,60.386833770283694,near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_median|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.002;near_vs_any_non_near|source_penalized_echem_context|mask_centroid_path_px|p=0.002,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=23; front_radius2_slope_px2_per_norm_time=2.16; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.155,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle84_rank64_obj2_9_c2_x10_010723.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank014_source_balanced_cycle84_rank64_obj2_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank014_source_balanced_cycle84_rank64_obj2_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank014_source_balanced_cycle84_rank64_obj2_9_c2_x10_010723_kymograph.png,96,96,96,ok,0.3000217013888889,4.063516064416885e-16,0.0,0.0,0.0,0.0,0.003339594362472271,0.007518776931700999,0.6,21.51047609631584,0.0012292425307482498,0.2,0.21229242530748252,0.3428673621357837,routine_or_low_front_plausibility,1,low front-plausibility context
19,source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2,54.0,6_c2_x10_270623_2,near_pre_event_1_8,6.0,matched_support_front_qc,0.6116873854739296,3.138657625626704,28,near_pre_front_diffusion_review,0.4280361191008493,0.5114361059045193,0.212628865979384,1.7010309278350606,0.1567754330104843,1.0818087481888568,,4.270765621154241e-06,24.0,66.8186316119222,near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=24; front_radius2_slope_px2_per_norm_time=1.7; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.157,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank019_source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank019_source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank019_source_balanced_cycle54_rank50_obj2_6_c2_x10_270623_2_kymograph.png,96,96,96,ok,0.3000217013888889,-0.009262613902792722,0.00016791843961483366,0.010526315789473684,0.0,0.0,0.00520189452448372,0.016487468096479163,0.5052631578947369,109.26249648478017,0.000993093924985375,0.20255141728362452,0.20993093924985376,0.33941082229230224,routine_or_low_front_plausibility,1,low front-plausibility context
12,source_balanced_cycle56_rank51_obj2_7_c2_x10_290623,56.0,7_c2_x10_290623,near_pre_event_1_8,4.0,matched_support_front_qc,0.6480345640671727,3.326630708114364,24,near_pre_front_diffusion_review,0.5704237919102725,0.5029959506813085,0.4813144329896924,5.294458762886611,0.4265074031550435,4.6330859340904205,,1.889714273795161e-06,17.0,45.584199002044095,near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.000999;near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.002;near_vs_any_non_near|source_penalized_echem_context|mask_centroid_path_px|p=0.002;near_vs_post_control|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.002,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=17; front_radius2_slope_px2_per_norm_time=5.29; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.427,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle56_rank51_obj2_7_c2_x10_290623.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank012_source_balanced_cycle56_rank51_obj2_7_c2_x10_290623_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank012_source_balanced_cycle56_rank51_obj2_7_c2_x10_290623_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank012_source_balanced_cycle56_rank51_obj2_7_c2_x10_290623_kymograph.png,96,96,96,ok,0.3000217013888889,1.7966655645325542e-15,0.0,0.0,0.0,0.0,0.004943093409299075,0.10076916498117316,0.4842105263157895,98.96976737655487,0.0009063688366912134,0.20000000000000007,0.20906368836691214,0.3297002878767946,routine_or_low_front_plausibility,1,low front-plausibility context
15,source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2,52.0,6_c2_x10_270623_2,near_pre_event_1_8,8.0,matched_support_front_qc,0.6353088832567841,3.0017354008407287,34,near_pre_front_diffusion_review,0.4104303531601103,0.5101715014256929,0.701675257731959,7.718427835051564,0.6391651669230987,7.017408630279018,,2.12267292720307e-06,18.0,46.15326931536436,near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|same_source|mask_centroid_path_px|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|mask_centroid_path_px|p=0.000999;near_vs_any_non_near|same_source|mask_centroid_path_px|p=0.002;near_vs_any_non_near|source_penalized_echem_context|mask_centroid_path_px|p=0.002;near_vs_post_control|source_penalized_echem_context|kymograph_temporal_energy|p=0.002,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=18; front_radius2_slope_px2_per_norm_time=7.72; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.639,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank015_source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank015_source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank015_source_balanced_cycle52_rank49_obj1_6_c2_x10_270623_2_kymograph.png,96,96,96,ok,0.3000217013888889,-7.527120533143162e-16,0.0,0.0,0.0,0.0,-0.001719487377067308,0.010446347348923801,0.4842105263157895,112.63778991826521,0.0008968834326470522,0.2,0.20896883432647054,0.32839063012854186,routine_or_low_front_plausibility,1,low front-plausibility context
24,source_balanced_cycle84_rank64_obj1_9_c2_x10_010723,84.0,9_c2_x10_010723,near_pre_event_1_8,2.0,matched_support_front_qc,0.5709622311999599,3.714214463636445,10,near_pre_front_diffusion_review,0.5051976793656131,0.498526167064171,2.2504976528960115e-15,-2.0902006235849162e-14,-0.0518978289612965,-0.6436616770073629,0.1463935123449954,6.161694541684688e-06,16.0,39.93932633509681,near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_mid_pre|source_penalized_echem_context|masked_minus_background_mean_slope|p=0.000999;near_vs_any_non_near|source_class_penalized_echem_context|masked_minus_background_mean_median|p=0.000999;near_vs_post_control|source_penalized_echem_context|kymograph_temporal_energy|p=0.002;near_vs_post_control|source_class_penalized_echem_context|masked_minus_background_mean_median|p=0.003;near_vs_mid_pre|source_class_penalized_echem_context|masked_minus_background_mean_median|p=0.005,event_relative_bin=near_pre_event_1_8; review_reason=near_pre_front_diffusion_review; matched_positive_support_count=16; front_radius2_slope_px2_per_norm_time=-2.09e-14; front_radius_slope_px_per_norm_time_source_echem_context_residual=-0.0519; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=0.146,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle84_rank64_obj1_9_c2_x10_010723.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank024_source_balanced_cycle84_rank64_obj1_9_c2_x10_010723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank024_source_balanced_cycle84_rank64_obj1_9_c2_x10_010723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank024_source_balanced_cycle84_rank64_obj1_9_c2_x10_010723_kymograph.png,96,96,96,ok,0.3000217013888889,1.5013403829037477e-15,-4.166666666666667,0.0,0.0,0.0,0.0010084358103711714,0.003390632838844554,0.5789473684210527,37.69675877481043,0.000989977744543237,0.20000000000000004,0.20989977744543237,0.30034519866780857,routine_or_low_front_plausibility,1,low front-plausibility context
16,source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723,126.0,14_c2_x10_HighCOV_110723,post_event_1_16,30.0,routine_review,0.6346001750759428,2.5078436783597806,69,context_or_guardrail_row,0.6301782294891995,,1.0914948453608295,23.15077319587633,1.1087572004726174,23.66402942329352,0.0053431088044246,1.763531957756503e-05,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=23.2; front_radius_slope_px_per_norm_time_source_echem_context_residual=1.11; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=0.00534,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank016_source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank016_source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank016_source_balanced_cycle126_rank16_obj1_14_c2_x10_HighCOV_110723_kymograph.png,96,96,96,ok,0.3000217013888889,1.5888142772148399e-15,0.0,0.0,0.0,0.0,-0.011560758003477722,0.1991872298702989,0.4,38.113790700268694,0.0014076209615194245,0.20000000000000004,0.21407620961519425,0.27323034179508565,routine_or_low_front_plausibility,1,low front-plausibility context
20,source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723,124.0,14_c2_x10_HighCOV_110723,post_event_1_16,32.0,routine_review,0.5873719280324625,3.0928940502951976,29,context_or_guardrail_row,0.914507906167886,,0.134020618556705,2.27835051546394,0.1119267558280679,1.9361822188609168,0.0308136801869335,4.152836801352619e-05,0.0,0.0,,event_relative_bin=post_event_1_16; review_reason=context_or_guardrail_row; matched_positive_support_count=0; front_radius2_slope_px2_per_norm_time=2.28; front_radius_slope_px_per_norm_time_source_echem_context_residual=0.112; apparent_diffusion_q70_um2_per_norm_time_source_echem_context_residual=0.0308,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_roi_sequences/source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723.npz,ok,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank020_source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723_strip.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank020_source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723_mask_overlay.png,/scratch/u6hp/nsagar.u6hp/Alek_Jiho/derived/source_balanced_pre_event_consensus_visual_packet/visual_assets/rank020_source_balanced_cycle124_rank15_obj2_14_c2_x10_HighCOV_110723_kymograph.png,96,96,96,ok,0.3000217013888889,-2.6427769994090285e-15,-2.1666666666666665,0.0,0.0,0.0,0.005295633575156046,0.04826333674904393,0.4,35.203914423617505,0.001526408961426475,0.20000000000000007,0.21526408961426477,0.25695891940046967,routine_or_low_front_plausibility,1,low front-plausibility context
